,holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical
34026,None,288.81,0.0,0.0,1,Clear,sky is clear,5/26/2017 6:00,5179,high
31909,None,275.88,0.0,0.0,1,Clear,sky is clear,3/21/2017 3:00,332,very low
30111,None,271.95,0.0,0.0,90,Clouds,overcast clouds,1/16/2017 19:00,2332,very low
43256,None,269.89,0.0,0.0,92,Fog,fog,4/14/2018 14:00,1822,very low
27705,None,281.987,0.0,0.0,0,Clear,Sky is Clear,10/30/2016 17:00,4060,low
12593,None,259.89,0.0,0.0,90,Clouds,overcast clouds,2/28/2014 23:00,1616,very low
32683,None,287.15,0.0,0.0,90,Haze,haze,4/14/2017 21:00,2872,very low
8223,None,289.54,2.03,0.0,92,Rain,moderate rain,8/6/2013 5:00,2996,low
23134,None,292.45,0.0,0.0,40,Clouds,scattered clouds,5/8/2016 11:00,4045,low
42,None,280.57,0.0,0.0,1,Clear,sky is clear,10/4/2012 7:00,6990,very high
18678,None,279.71,0.0,0.0,1,Clear,sky is clear,9/29/2015 22:00,1448,very low
38796,None,265.65,0.0,0.0,5,Clear,sky is clear,11/9/2017 17:00,6210,very high
35413,None,302.79,0.0,0.0,40,Clouds,scattered clouds,7/17/2017 20:00,2807,very low
12161,None,248.13,0.0,0.0,1,Clear,sky is clear,2/11/2014 2:00,212,very low
43880,None,291.72,0.0,0.0,1,Clear,sky is clear,5/7/2018 9:00,4932,high
26255,None,292.02,0.0,0.0,1,Clear,sky is clear,9/2/2016 10:00,4735,high
31579,None,270.69,0.0,0.0,90,Snow,light snow,3/8/2017 4:00,818,very low
7343,None,289.58,0.0,0.0,8,Clear,sky is clear,7/1/2013 0:00,791,very low
225,None,278.18,0.0,0.0,90,Clouds,overcast clouds,10/12/2012 9:00,5230,high
37266,None,286.29,0.0,0.0,90,Rain,moderate rain,9/18/2017 16:00,6430,very high
35885,None,292.92,0.0,0.0,90,Rain,light rain,8/3/2017 0:00,693,very low
19876,None,274.8,0.0,0.0,1,Clear,sky is clear,12/7/2015 23:00,2114,very low
4625,None,278.17,0.0,0.0,90,Clouds,overcast clouds,3/29/2013 13:00,5373,high
34723,None,295.55,0.0,0.0,1,Clear,sky is clear,6/21/2017 23:00,1402,very low
44288,None,286.58,0.0,0.0,1,Mist,mist,5/22/2018 7:00,6019,very high
47406,None,296.41,0.51,0.0,90,Mist,mist,9/4/2018 13:00,4652,high
14732,None,301.35,0.0,0.0,20,Clouds,few clouds,5/29/2014 15:00,6113,very high
31794,None,278.82,0.0,0.0,75,Clouds,broken clouds,3/16/2017 15:00,5970,very high
43131,None,281.08,0.0,0.0,90,Clouds,overcast clouds,4/11/2018 16:00,6988,very high
32335,None,283.27,0.0,0.0,90,Mist,mist,4/3/2017 12:00,4664,high
12744,None,273.14,0.0,0.0,90,Clouds,overcast clouds,3/7/2014 11:00,4912,high
15,None,284.63,0.0,0.0,1,Clear,sky is clear,10/3/2012 0:00,506,very low
29654,None,269.48,0.0,0.0,1,Clear,sky is clear,1/1/2017 4:00,500,very low
19331,None,289.51,0.0,0.0,1,Clear,sky is clear,11/5/2015 3:00,372,very low
24250,None,293.94,0.0,0.0,0,Clear,Sky is Clear,6/17/2016 8:00,5717,high
7614,None,288.31,0.0,0.0,0,Mist,mist,7/12/2013 4:00,800,very low
4162,None,270.12,0.0,0.0,75,Clouds,broken clouds,3/8/2013 20:00,3302,low
7751,None,296.91,0.0,0.0,64,Clouds,broken clouds,7/18/2013 2:00,314,very low
40609,None,253.02,0.0,0.0,5,Clear,sky is clear,1/13/2018 19:00,3479,low
3081,None,254.69,0.0,0.0,75,Clouds,broken clouds,1/21/2013 6:00,4018,low
44275,None,290.29,0.0,0.0,90,Clouds,overcast clouds,5/21/2018 20:00,2699,very low
3523,None,273.32,0.0,0.0,90,Snow,heavy snow,2/11/2013 15:00,5177,high
24121,None,296.36,0.0,0.0,0,Clear,Sky is Clear,6/11/2016 23:00,2256,very low
45119,None,290.95,0.0,0.0,90,Drizzle,drizzle,6/19/2018 7:00,5506,high
24124,None,293.75,0.51,0.0,0,Rain,light rain,6/12/2016 2:00,761,very low
3337,None,257.16,0.0,0.0,62,Clouds,broken clouds,2/4/2013 1:00,285,very low
9001,None,287.82,0.0,0.0,90,Mist,mist,9/17/2013 21:00,3345,low
37046,None,295.36,0.0,0.0,40,Clouds,scattered clouds,9/10/2017 13:00,4232,low
19050,None,284.61,0.0,0.0,1,Clear,sky is clear,10/17/2015 14:00,4378,high
44060,None,292.3,0.0,0.0,1,Clear,sky is clear,5/13/2018 21:00,2586,very low
7791,None,303.06,0.0,0.0,8,Clear,sky is clear,7/19/2013 21:00,3358,low
27040,None,282.3,0.0,0.0,0,Clear,Sky is Clear,10/2/2016 7:00,1324,very low
37211,None,294.68,0.0,0.0,90,Mist,mist,9/16/2017 17:00,4582,high
10258,None,264.69,0.0,0.0,64,Mist,mist,12/1/2013 7:00,1093,very low
11535,None,276.793,0.0,0.0,64,Clouds,broken clouds,1/16/2014 19:00,3073,low
6110,None,286.79,0.0,0.0,90,Clouds,overcast clouds,5/18/2013 9:00,3477,low
31090,None,283.808,0.0,0.0,0,Clear,Sky is Clear,2/17/2017 17:00,5633,high
17818,None,294.6,0.0,0.0,1,Clear,sky is clear,8/29/2015 14:00,4850,high
43650,None,284.94,0.0,0.0,1,Clear,sky is clear,4/28/2018 14:00,5191,high
18743,None,281.01,0.0,0.0,0,Clear,Sky is Clear,10/3/2015 1:00,795,very low
13947,None,285.36,0.0,0.0,90,Clouds,overcast clouds,4/26/2014 16:00,3326,low
29559,None,267.81,0.0,0.0,1,Clear,sky is clear,12/28/2016 5:00,2396,very low
1583,None,274.48,0.0,0.0,90,Clouds,overcast clouds,11/30/2012 17:00,5518,high
25663,None,296.47,0.0,0.0,88,Rain,light rain,8/11/2016 21:00,3055,low
41425,None,262.6,0.0,0.0,5,Clear,sky is clear,2/11/2018 13:00,4637,high
31370,None,279.36,0.0,0.0,75,Clouds,broken clouds,2/28/2017 14:00,5442,high
29806,None,250.03,0.0,0.0,1,Haze,haze,1/6/2017 2:00,357,very low
35032,None,291.41,0.0,0.0,1,Clear,sky is clear,7/2/2017 23:00,1596,very low
8478,None,290.37,0.0,0.0,1,Clear,sky is clear,8/17/2013 21:00,3192,low
18609,None,297.13,0.0,0.0,1,Clear,sky is clear,9/26/2015 18:00,4018,low
3723,None,271.25,0.0,0.0,75,Clouds,broken clouds,2/19/2013 2:00,235,very low
32094,None,275.62,0.0,0.0,90,Mist,mist,3/26/2017 10:00,3584,low
9582,None,272.47,0.0,0.0,8,Clear,sky is clear,10/20/2013 3:00,394,very low
6019,None,290.73,0.0,0.0,1,Clear,sky is clear,5/14/2013 15:00,6093,very high
28245,None,268.28,0.0,0.0,1,Clear,sky is clear,11/19/2016 21:00,2795,very low
19893,None,275.51,0.0,0.0,90,Fog,fog,12/8/2015 22:00,1506,very low
44188,None,291.15,0.0,0.0,1,Clear,sky is clear,5/18/2018 10:00,4736,high
39657,None,269.22,0.0,0.0,5,Clear,sky is clear,12/10/2017 18:00,3724,low
19161,None,284.21,0.0,0.0,90,Clouds,overcast clouds,10/27/2015 12:00,4780,high
28149,None,281.49,0.0,0.0,1,Clear,sky is clear,11/17/2016 5:00,2746,very low
6574,None,292.41,0.0,0.0,90,Clouds,overcast clouds,5/31/2013 22:00,2636,very low
1054,None,276.09,0.0,0.0,20,Clouds,few clouds,11/10/2012 8:00,2952,low
41944,None,273.95,0.0,0.0,90,Clouds,overcast clouds,3/1/2018 1:00,369,very low
47514,None,297.15,0.0,0.0,1,Clear,sky is clear,9/7/2018 17:00,5426,high
143,None,284.48,0.0,0.0,40,Clouds,scattered clouds,10/8/2012 17:00,5663,high
23174,None,285.6,0.81,0.0,90,Rain,moderate rain,5/9/2016 22:00,1478,very low
1536,None,275.25,0.0,0.0,40,Clouds,scattered clouds,11/28/2012 16:00,6116,very high
28968,None,259.65,0.0,0.0,1,Clear,sky is clear,12/10/2016 2:00,523,very low
28360,None,274.02,0.0,0.0,90,Snow,snow,11/23/2016 4:00,867,very low
39162,None,262.95,0.0,0.0,1,Clear,sky is clear,11/22/2017 6:00,5385,high
41787,None,255.93,0.0,0.0,1,Fog,fog,2/24/2018 5:00,676,very low
31352,None,275.35,0.0,0.0,1,Clear,sky is clear,2/27/2017 22:00,3711,low
28749,None,272.68,0.0,0.0,90,Clouds,overcast clouds,12/2/2016 5:00,2438,very low
45517,None,297.82,0.0,0.0,40,Clouds,scattered clouds,7/2/2018 23:00,1461,very low
20733,None,267.08,0.0,0.0,75,Mist,mist,1/20/2016 23:00,1017,very low
47684,None,302.77,0.0,0.0,75,Clouds,broken clouds,9/14/2018 17:00,5358,high
17626,None,295.1,0.0,0.0,90,Clouds,overcast clouds,8/22/2015 10:00,4041,low
29651,None,269.95,0.0,0.0,1,Clear,sky is clear,1/1/2017 1:00,1806,very low
11240,None,248.8,0.0,0.0,1,Clear,sky is clear,1/5/2014 9:00,1713,very low
39011,None,274.58,0.0,0.0,40,Clouds,scattered clouds,11/17/2017 1:00,469,very low
25074,None,297.888,0.0,0.0,0,Clear,Sky is Clear,7/20/2016 0:00,588,very low
45235,None,292.65,0.0,0.0,1,Clear,sky is clear,6/22/2018 23:00,3654,low
30436,None,274.35,0.0,0.0,90,Mist,mist,1/23/2017 15:00,5451,high
38964,None,279.61,0.0,0.0,90,Mist,mist,11/15/2017 4:00,911,very low
8914,None,290.83,0.0,0.0,1,Clear,sky is clear,9/13/2013 11:00,5204,high
45728,None,293.09,0.0,0.0,1,Mist,mist,7/11/2018 3:00,384,very low
13443,None,281.62,0.0,0.0,40,Clouds,scattered clouds,4/5/2014 16:00,4665,high
33403,None,288.95,0.0,0.0,5,Clear,sky is clear,5/6/2017 12:00,5196,high
22946,None,280.75,0.0,0.0,90,Rain,light rain,5/1/2016 0:00,1628,very low
46132,None,300.22,0.0,0.0,20,Clouds,few clouds,7/24/2018 14:00,4944,high
19273,None,282.81,0.0,0.0,75,Clouds,broken clouds,11/1/2015 0:00,1825,very low
11144,None,255.74,0.0,0.0,64,Clouds,broken clouds,1/1/2014 13:00,2812,very low
2574,None,261.54,0.0,0.0,1,Clear,sky is clear,1/1/2013 15:00,3121,low
5932,None,279.05,0.0,0.0,1,Clear,sky is clear,5/11/2013 1:00,744,very low
7406,None,300.79,0.0,0.0,1,Clear,sky is clear,7/3/2013 16:00,6321,very high
44175,None,298.59,0.0,0.0,1,Clear,sky is clear,5/17/2018 21:00,3238,low
47683,None,302.56,0.0,0.0,75,Clouds,broken clouds,9/14/2018 16:00,6196,very high
38853,None,270.15,0.0,0.0,1,Mist,mist,11/12/2017 1:00,704,very low
12391,None,273.87,0.0,0.0,90,Clouds,overcast clouds,2/20/2014 16:00,3562,low
1996,None,271.92,0.0,0.0,75,Clouds,broken clouds,12/14/2012 11:00,5297,high
45567,None,296.89,0.0,0.0,75,Rain,light rain,7/4/2018 16:00,3224,low
15248,None,299.25,0.0,0.0,90,Clouds,overcast clouds,7/5/2014 12:00,4027,low
42065,None,274.82,0.0,0.0,90,Snow,snow,3/5/2018 8:00,4211,low
30346,None,276.02,0.0,0.0,90,Fog,fog,1/21/2017 16:00,4402,high
45182,None,298.15,0.0,0.0,90,Clouds,overcast clouds,6/20/2018 19:00,3418,low
11688,None,248.38,0.0,0.0,1,Clear,sky is clear,1/23/2014 1:00,266,very low
27117,None,287.86,0.0,0.0,0,Clear,Sky is Clear,10/5/2016 12:00,4581,high
36078,None,291.54,0.0,0.0,1,Clear,sky is clear,8/9/2017 9:00,4988,high
1999,None,274.31,0.0,0.0,20,Clouds,few clouds,12/14/2012 14:00,5519,high
23639,None,290.97,1.52,0.0,90,Mist,mist,5/26/2016 2:00,301,very low
9787,None,265.14,0.0,0.0,64,Clouds,broken clouds,11/11/2013 20:00,2301,very low
41272,None,263.02,0.0,0.0,20,Snow,light snow,2/5/2018 16:00,6091,very high
29807,None,250.03,0.0,0.0,1,Mist,mist,1/6/2017 2:00,357,very low
40639,None,263.61,0.0,0.0,90,Snow,snow,1/14/2018 17:00,2357,very low
14234,None,292.84,0.0,0.0,92,Rain,light rain,5/11/2014 16:00,4438,high
33400,None,282.82,0.0,0.0,5,Clear,sky is clear,5/6/2017 9:00,4105,low
20935,None,271.7,0.0,0.0,1,Mist,mist,1/31/2016 7:00,1198,very low
46602,None,303.02,0.0,0.0,1,Clear,sky is clear,8/10/2018 18:00,4616,high
12082,None,258.67,0.0,0.0,1,Clear,sky is clear,2/7/2014 19:00,3475,low
42178,None,269.29,0.0,0.0,1,Clear,sky is clear,3/8/2018 19:00,3509,low
48163,None,277.21,0.0,0.0,1,Clear,sky is clear,9/29/2018 10:00,4059,low
3141,None,259.3,0.0,0.0,90,Haze,haze,1/24/2013 4:00,746,very low
22547,None,287.51,0.0,0.0,1,Rain,heavy intensity rain,4/18/2016 22:00,3626,low
35864,None,292.93,0.0,0.0,40,Clouds,scattered clouds,8/2/2017 3:00,447,very low
36188,None,298.15,0.0,0.0,40,Clouds,scattered clouds,8/12/2017 15:00,4851,high
3369,None,257.88,0.0,0.0,1,Clear,sky is clear,2/5/2013 10:00,4364,low
26833,None,290.38,3.94,0.0,76,Rain,moderate rain,9/23/2016 17:00,5173,high
21363,None,269.58,0.0,0.0,1,Clear,sky is clear,2/18/2016 0:00,598,very low
43838,None,294.9,0.0,0.0,40,Thunderstorm,thunderstorm with heavy rain,5/5/2018 19:00,3146,low
8430,None,295.47,0.0,0.0,40,Clouds,scattered clouds,8/15/2013 11:00,5228,high
41229,None,260.44,0.0,0.0,75,Haze,haze,2/4/2018 0:00,1536,very low
23010,None,294.17,0.0,0.0,75,Clouds,broken clouds,5/3/2016 16:00,6339,very high
8855,None,303.78,0.0,0.0,0,Clear,Sky is Clear,9/9/2013 15:00,5957,very high
1026,None,275.44,0.0,0.0,20,Clouds,few clouds,11/9/2012 4:00,683,very low
9152,None,294.08,0.51,0.0,64,Rain,light rain,9/27/2013 11:00,5320,high
4192,None,273.88,0.0,0.0,90,Rain,moderate rain,3/10/2013 4:00,380,very low
43565,None,279.08,0.0,0.0,1,Clear,sky is clear,4/25/2018 1:00,310,very low
11737,None,271.75,1.27,0.0,64,Rain,moderate rain,1/24/2014 23:00,1571,very low
12685,None,264.29,0.0,0.0,90,Clouds,overcast clouds,3/5/2014 0:00,505,very low
34221,None,296.75,0.0,0.0,1,Clear,sky is clear,6/3/2017 3:00,488,very low
4449,None,257.54,0.0,0.0,1,Clear,sky is clear,3/22/2013 6:00,5183,high
602,None,286.41,0.0,0.0,90,Mist,mist,10/25/2012 14:00,5450,high
39599,None,269.3,0.0,0.0,40,Clouds,scattered clouds,12/8/2017 10:00,4771,high
33777,None,282.46,0.0,0.0,90,Rain,light rain,5/18/2017 10:00,4682,high
7989,None,284.67,0.0,0.0,48,Clouds,scattered clouds,7/28/2013 3:00,393,very low
12445,None,260.15,0.0,0.0,1,Clear,sky is clear,2/22/2014 22:00,2418,very low
747,None,279.3,0.0,0.0,90,Clouds,overcast clouds,10/29/2012 14:00,5138,high
20548,None,249.87,0.0,0.0,5,Clear,sky is clear,1/10/2016 21:00,2941,low
83,None,278.59,0.0,0.0,90,Clouds,overcast clouds,10/6/2012 2:00,545,very low
16529,None,299.59,0.0,0.0,90,Rain,light rain,7/13/2015 20:00,2751,very low
39109,None,273.22,0.0,0.0,1,Clear,sky is clear,11/20/2017 1:00,331,very low
3623,None,273.44,0.0,0.0,90,Snow,heavy snow,2/15/2013 0:00,792,very low
24631,None,289.45,0.0,0.0,1,Clear,sky is clear,7/3/2016 1:00,929,very low
13964,None,276.83,1.5,0.0,90,Rain,moderate rain,4/27/2014 9:00,2109,very low
42126,None,273.15,0.0,0.0,90,Clouds,overcast clouds,3/6/2018 16:00,6420,very high
45843,None,293.69,0.0,0.0,90,Mist,mist,7/14/2018 8:00,2714,very low
14653,None,293.96,0.0,0.0,75,Clouds,broken clouds,5/26/2014 8:00,1292,very low
9429,None,293.78,0.0,0.0,44,Rain,light rain,10/11/2013 21:00,3048,low
27281,None,277.988,0.0,0.0,92,Rain,light rain,10/12/2016 10:00,4155,low
31733,None,259.71,0.0,0.0,1,Clear,sky is clear,3/14/2017 1:00,351,very low
42729,None,269.48,0.0,0.0,1,Clear,sky is clear,3/29/2018 5:00,2804,very low
37811,None,286.15,0.0,0.0,90,Rain,light rain,10/6/2017 23:00,2776,very low
42703,None,272.86,0.0,0.0,1,Mist,mist,3/28/2018 4:00,859,very low
47146,None,290.26,1.52,0.0,90,Mist,mist,8/28/2018 4:00,986,very low
44988,None,303.59,0.0,0.0,75,Thunderstorm,proximity thunderstorm,6/15/2018 19:00,3688,low
14384,None,279.47,0.0,0.0,1,Clear,sky is clear,5/17/2014 0:00,1304,very low
21380,None,276.15,0.0,0.0,1,Drizzle,light intensity drizzle,2/19/2016 5:00,2539,very low
18599,None,287.19,0.0,0.0,1,Mist,mist,9/26/2015 1:00,782,very low
26923,None,286.19,0.0,0.0,12,Clouds,few clouds,9/27/2016 11:00,4281,low
40433,None,270.07,0.0,0.0,1,Clear,sky is clear,1/8/2018 5:00,2809,very low
14274,None,286.34,0.0,0.0,44,Mist,mist,5/12/2014 16:00,6290,very high
16006,None,298.52,0.0,0.0,1,Clear,sky is clear,6/25/2015 19:00,3843,low
39613,None,272.55,0.0,0.0,90,Snow,light snow,12/8/2017 22:00,2728,very low
5588,None,288.53,0.0,0.0,1,Clear,sky is clear,4/29/2013 0:00,578,very low
43430,None,276.36,0.0,0.0,75,Clouds,broken clouds,4/19/2018 10:00,4882,high
21532,None,287.22,0.0,0.0,1,Clear,sky is clear,2/27/2016 16:00,4939,high
39000,None,272.72,0.0,0.0,90,Clouds,overcast clouds,11/16/2017 14:00,5315,high
19275,None,281.15,0.0,0.0,90,Clouds,overcast clouds,11/1/2015 3:00,314,very low
4116,None,270.44,0.0,0.0,75,Snow,heavy snow,3/6/2013 18:00,4906,high
29617,None,270.48,0.0,0.0,90,Clouds,overcast clouds,12/30/2016 15:00,5690,high
3147,None,260.08,0.0,0.0,90,Haze,haze,1/24/2013 8:00,6256,very high
25761,None,293.39,0.0,0.0,0,Clear,Sky is Clear,8/15/2016 23:00,971,very low
1563,None,272.56,0.0,0.0,90,Clouds,overcast clouds,11/29/2012 19:00,3293,low
44906,None,295.65,0.0,0.0,90,Clouds,overcast clouds,6/12/2018 11:00,4531,high
42321,None,269.82,0.0,0.0,1,Clear,sky is clear,3/14/2018 1:00,340,very low
22042,None,277.87,0.0,0.0,90,Rain,moderate rain,3/26/2016 8:00,2608,very low
38980,None,271.95,0.0,0.0,90,Clouds,overcast clouds,11/15/2017 18:00,4660,high
24505,None,294.27,0.0,0.0,40,Clouds,scattered clouds,6/27/2016 20:00,2626,very low
33892,None,283.01,0.0,0.0,90,Rain,light rain,5/21/2017 11:00,4238,low
12718,None,265.9,0.0,0.0,75,Clouds,broken clouds,3/6/2014 9:00,5055,high
18281,None,302.47,0.0,0.0,1,Clear,sky is clear,9/15/2015 16:00,6749,very high
25308,None,291.03,0.0,0.0,90,Clouds,overcast clouds,7/28/2016 6:00,5269,high
32744,None,286.08,0.0,0.0,40,Rain,proximity shower rain,4/15/2017 21:00,2704,very low
39860,None,270.94,0.0,0.0,90,Mist,mist,12/17/2017 15:00,4255,low
22213,None,290.24,0.0,0.0,20,Clouds,few clouds,4/3/2016 15:00,4695,high
31314,None,268.81,0.0,0.0,75,Clouds,broken clouds,2/26/2017 8:00,2591,very low
24279,None,299.15,0.0,0.0,92,Rain,light rain,6/18/2016 13:00,5450,high
30899,None,265.53,0.0,0.0,40,Clouds,scattered clouds,2/9/2017 18:00,4828,high
30458,None,274.589,0.0,0.0,0,Clear,Sky is Clear,1/24/2017 11:00,4434,high
37903,None,280.15,0.0,0.0,40,Clouds,scattered clouds,10/9/2017 21:00,2149,very low
39301,None,285.28,0.0,0.0,1,Clear,sky is clear,11/27/2017 23:00,955,very low
17640,None,295.09,5.04,0.0,90,Rain,heavy intensity rain,8/22/2015 20:00,2373,very low
3868,None,266.09,0.0,0.0,75,Mist,mist,2/24/2013 22:00,1289,very low
3146,None,260.08,0.0,0.0,90,Snow,heavy snow,1/24/2013 8:00,6256,very high
44828,None,293.55,0.0,0.0,90,Thunderstorm,thunderstorm with heavy rain,6/9/2018 15:00,3957,low
22843,None,278.47,0.54,0.0,90,Rain,light rain,4/27/2016 23:00,1012,very low
907,None,272.66,0.0,0.0,20,Clouds,few clouds,11/5/2012 5:00,2562,very low
1404,None,284.9,0.0,0.0,40,Clouds,scattered clouds,11/23/2012 10:00,3230,low
3128,None,254.2,0.0,0.0,75,Clouds,broken clouds,1/23/2013 13:00,4682,high
39175,None,271.75,0.0,0.0,90,Snow,light snow,11/22/2017 19:00,3179,low
29356,None,275.77,0.0,0.0,40,Clouds,scattered clouds,12/22/2016 15:00,5496,high
20794,None,268.15,0.0,0.0,90,Mist,mist,1/23/2016 23:00,2034,very low
10010,None,276.4,0.0,0.0,90,Haze,haze,11/20/2013 19:00,3487,low
20682,None,248.08,0.0,0.0,1,Clear,sky is clear,1/18/2016 5:00,2124,very low
8477,None,293.51,0.0,0.0,1,Clear,sky is clear,8/17/2013 20:00,3114,low
27019,None,285.8,0.0,0.0,0,Clear,Sky is Clear,10/1/2016 10:00,4089,low
30651,None,273.96,0.0,0.0,90,Snow,light snow,1/31/2017 4:00,804,very low
18929,None,286.53,0.0,0.0,1,Clear,sky is clear,10/11/2015 7:00,725,very low
29947,None,256.95,0.0,0.0,75,Clouds,broken clouds,1/11/2017 0:00,504,very low
42432,None,278.29,0.0,0.0,90,Clouds,overcast clouds,3/18/2018 18:00,3868,low
21882,None,273.55,0.0,0.0,90,Snow,light snow,3/18/2016 0:00,632,very low
13818,None,288.0,0.34,0.0,75,Rain,light rain,4/21/2014 9:00,5075,high
43240,None,270.49,0.0,0.0,90,Snow,snow,4/14/2018 10:00,1978,very low
38026,None,284.75,0.0,0.0,90,Mist,mist,10/14/2017 17:00,5086,high
5713,None,276.95,0.0,0.0,75,Clouds,broken clouds,5/3/2013 12:00,5326,high
25460,None,299.98,0.0,0.0,20,Clouds,few clouds,8/3/2016 10:00,4120,low
5161,None,273.62,0.0,0.0,90,Rain,light rain,4/15/2013 18:00,4630,high
16959,None,300.06,0.0,0.0,40,Clouds,scattered clouds,7/29/2015 15:00,5445,high
6745,None,287.37,3.39,0.0,56,Rain,moderate rain,6/6/2013 17:00,6419,very high
22583,None,284.78,0.0,0.0,40,Clouds,scattered clouds,4/19/2016 22:00,1777,very low
15369,None,290.06,0.0,0.0,0,Clear,Sky is Clear,7/10/2014 3:00,453,very low
22052,None,279.23,0.0,0.0,90,Mist,mist,3/26/2016 19:00,3348,low
35272,None,295.89,0.0,0.0,75,Rain,heavy intensity rain,7/12/2017 3:00,358,very low
24996,None,296.494,0.0,0.0,68,Clouds,broken clouds,7/16/2016 18:00,3866,low
44631,None,290.58,0.0,0.0,90,Rain,moderate rain,6/2/2018 16:00,4560,high
28866,None,271.34,0.0,0.0,90,Clouds,overcast clouds,12/6/2016 5:00,2774,very low
23533,None,285.41,0.0,0.0,20,Clouds,few clouds,5/22/2016 7:00,1210,very low
35720,None,291.21,0.0,0.0,1,Clear,sky is clear,7/27/2017 4:00,910,very low
46324,None,293.07,0.0,0.0,75,Clouds,broken clouds,8/1/2018 1:00,398,very low
29931,None,268.1,0.0,0.0,90,Snow,light snow,1/10/2017 13:00,3595,low
42799,None,269.3,0.0,0.0,40,Clouds,scattered clouds,3/31/2018 13:00,4337,low
45337,None,290.79,0.0,0.0,90,Rain,moderate rain,6/26/2018 7:00,6350,very high
14279,None,284.68,0.43,0.0,90,Drizzle,drizzle,5/12/2014 18:00,4298,low
26610,None,293.27,0.0,0.0,1,Clear,sky is clear,9/14/2016 17:00,5646,high
42578,None,276.15,0.0,0.0,90,Thunderstorm,proximity thunderstorm,3/23/2018 21:00,2915,low
36449,None,291.15,0.0,0.0,1,Mist,mist,8/20/2017 4:00,401,very low
46486,None,295.93,0.0,0.0,75,Clouds,broken clouds,8/6/2018 12:00,4606,high
1159,None,267.81,0.0,0.0,75,Snow,heavy snow,11/13/2012 10:00,4656,high
45422,None,307.69,0.0,0.0,1,Clear,sky is clear,6/29/2018 14:00,5319,high
27833,None,282.89,0.0,0.0,1,Clear,sky is clear,11/4/2016 21:00,2698,very low
39718,None,266.55,0.0,0.0,75,Clouds,broken clouds,12/12/2017 18:00,4427,high
29879,None,264.75,0.0,0.0,90,Snow,light snow,1/9/2017 2:00,473,very low
6159,None,286.36,0.0,0.0,90,Rain,moderate rain,5/19/2013 9:00,2802,very low
21904,None,272.44,0.0,0.0,90,Snow,light snow,3/18/2016 23:00,1774,very low
43032,None,271.01,0.0,0.0,75,Clouds,broken clouds,4/8/2018 11:00,3961,low
27593,None,280.151,0.0,0.0,92,Rain,moderate rain,10/26/2016 1:00,286,very low
37574,None,284.29,0.0,0.0,5,Clear,sky is clear,9/29/2017 21:00,3113,low
35500,None,294.08,0.0,0.0,75,Thunderstorm,proximity thunderstorm,7/20/2017 0:00,832,very low
30461,None,275.515,0.0,0.0,32,Clouds,scattered clouds,1/24/2017 14:00,4996,high
3475,None,270.21,0.0,0.0,90,Mist,mist,2/10/2013 8:00,1426,very low
35995,None,295.87,0.0,0.0,90,Thunderstorm,proximity thunderstorm,8/6/2017 14:00,4186,low
7172,None,294.42,9.14,0.0,90,Thunderstorm,thunderstorm,6/24/2013 6:00,5913,very high
7433,None,300.15,0.0,0.0,5,Clear,sky is clear,7/4/2013 19:00,2545,very low
41528,None,274.09,0.0,0.0,90,Clouds,overcast clouds,2/15/2018 16:00,6807,very high
37200,None,294.55,0.0,0.0,90,Rain,moderate rain,9/16/2017 8:00,3009,low
22231,None,277.08,0.0,0.0,1,Clear,sky is clear,4/4/2016 18:00,4286,low
41176,None,258.29,0.0,0.0,75,Clouds,broken clouds,2/2/2018 13:00,5378,high
6932,None,291.34,0.38,0.0,32,Thunderstorm,thunderstorm,6/13/2013 1:00,456,very low
22879,None,278.32,0.25,0.0,90,Rain,moderate rain,4/28/2016 19:00,3464,low
33566,None,295.81,0.0,0.0,40,Clouds,scattered clouds,5/12/2017 17:00,5258,high
29053,None,258.53,0.0,0.0,90,Snow,light snow,12/12/2016 4:00,1089,very low
27021,None,291.29,0.0,0.0,12,Clouds,few clouds,10/1/2016 12:00,4557,high
17950,None,296.79,0.0,0.0,1,Clear,sky is clear,9/3/2015 22:00,2610,very low
7855,None,288.32,7.11,0.0,0,Drizzle,light intensity drizzle,7/22/2013 9:00,4916,high
20522,None,261.09,0.0,0.0,90,Snow,light snow,1/9/2016 4:00,273,very low
44340,None,298.86,0.0,0.0,1,Clear,sky is clear,5/24/2018 10:00,4532,high
38185,None,297.43,0.0,0.0,75,Clouds,broken clouds,10/20/2017 15:00,5757,high
10614,None,257.22,0.0,0.0,64,Clouds,broken clouds,12/12/2013 5:00,2761,very low
44761,None,297.15,0.0,0.0,1,Rain,light rain,6/7/2018 18:00,4858,high
6989,None,292.0,0.0,0.0,0,Clear,Sky is Clear,6/14/2013 22:00,2967,low
29470,None,274.08,0.0,0.0,90,Rain,moderate rain,12/25/2016 14:00,2506,very low
20886,None,272.07,0.0,0.0,90,Clouds,overcast clouds,1/28/2016 11:00,4644,high
20941,None,276.21,0.0,0.0,1,Clear,sky is clear,1/31/2016 13:00,4794,high
15561,None,286.86,0.0,0.0,1,Clear,sky is clear,7/17/2014 4:00,886,very low
18630,None,299.25,0.0,0.0,1,Clear,sky is clear,9/27/2015 18:00,4092,low
2858,None,275.54,0.0,0.0,90,Fog,fog,1/12/2013 11:00,4017,low
